RE 1E5
fim 30
cm0 -0.0300
-10	-0.5397661
-9.5	-0.5341953
-9	-0.5265554
-8.5	-0.5177099
-8	-0.5096453
-7.5	-0.501915
-7	-0.4849375
-6.5	-0.4645874
-6	-0.4203718
-5.5	-0.4011046
-5	-0.364979
-4.5	-0.3071796
-4	-0.2493981
-3.5	-0.2159422
-3	-0.1879982
-2	-0.03207087
-1.5	0.02087573
-1	0.06942404
-0.5	0.1196452
0	0.2131205
0.5	0.2621091
1	0.3102862
1.5	0.3579338
2	0.4081459
2.5	0.4555724
3	0.5068531
3.5	0.5552352
4	0.6064911
4.5	0.6563145
5	0.7069216
5.5	0.7576332
6	0.8079082
6.5	0.8582733
7	0.9053343
7.5	0.9515927
8	0.9974124
8.5	1.041495
9	1.079459
9.5	1.114505
10	1.123415
10.5	1.119587
11	1.105152
11.5	1.091579
12	1.083494
12.5	1.074625
13	1.055944
13.5	1.030142
14	1.002957
14.5	0.978321
15	0.9528747
15.5	0.9080471
16	0.8822726
16.5	0.8795807
17	0.8806846
19.5	0.922621
20	0.9253314
20.5	0.9277043
21	0.923688
21.5	0.9118589
22	0.8985505
22.5	0.8474348
23	0.8308927
23.5	0.820476
24	0.8134993
24.5	0.8090819
25	0.8100042
25.5	0.8149693
26	0.8058424
26.5	0.7980108
27	0.7922723
27.5	0.7897458
28	0.7897488
28.5	0.7895777
29	0.7893384
29.5	0.7891562
30	0.7890322

RE 1.5E5
fim 30
cm0 -0.0300
-10	-0.5453336
-9.5	-0.533452
-9	-0.5222178
-8.5	-0.5118064
-7	-0.4921161
-6.5	-0.4692685
-6	-0.4349773
-5.5	-0.3641904
-5	-0.3468091
-4.5	-0.3137241
-4	-0.2754937
-3.5	-0.2352154
-3	-0.1908507
-2.5	-0.1479671
-1.5	-0.01314527
-1	0.03923042
-0.5	0.09298075
0	0.1447545
1	0.2872114
1.5	0.3374052
2	0.3902551
2.5	0.4410396
3	0.4937092
3.5	0.5452207
4	0.5977719
4.5	0.6491988
5	0.7020737
5.5	0.7537402
6	0.8046132
6.5	0.8530382
7	0.9028267
7.5	0.9514965
8	0.9987762
8.5	1.03845
9	1.071038
9.5	1.110435
10	1.136524
10.5	1.144532
11	1.139177
11.5	1.133496
12	1.127569
12.5	1.118368
13	1.101399
13.5	1.075522
14	1.04521
14.5	1.011863
15	0.9746858
15.5	0.932712
16	0.900975
16.5	0.8905182
17.5	0.8848165
18	0.8877924
18.5	0.8942556
19	0.901799
19.5	0.9094353
20	0.9174666
20.5	0.9284302
21	0.9262996
21.5	0.9247747
22	0.9177338
22.5	0.8617396
23	0.8364604
23.5	0.8253097
24	0.8177957
24.5	0.8120239
25	0.8077399
25.5	0.8046114
26	0.8023811
26.5	0.8008614
27	0.8010868
27.5	0.8007536
28	0.7982433
28.5	0.7956252
29	0.7931056
29.5	0.7913859
30	0.7906641

RE 2E5
fim 30
cm0 -0.0085
-10	-0.5475017
-9.5	-0.5372766
-9	-0.5267146
-8.5	-0.5168785
-8	-0.5079147
-7.5	-0.4992983
-7	-0.4788457
-6.5	-0.4478191
-5.5	-0.403113
-5	-0.3751338
-4	-0.2924462
-3	-0.1993926
-2.5	-0.1489944
-2	-0.1017412
-1	0.02853259
-0.5	0.08082975
0	0.1359402
0.5	0.1905276
1	0.2780366
1.5	0.3308586
2	0.3824603
2.5	0.4360022
3	0.4881151
3.5	0.5413838
4	0.593731
4.5	0.6470932
5	0.6991317
5.5	0.7522655
6	0.8010631
6.5	0.8518683
7	0.9019246
7.5	0.9501064
8	0.9949049
8.5	1.031849
9	1.074141
9.5	1.113907
10	1.139228
10.5	1.145133
11	1.142364
11.5	1.141192
12	1.139237
12.5	1.13451
13	1.122239
13.5	1.098885
14	1.069485
14.5	1.037316
15	1.003386
15.5	0.9665601
16	0.9212037
16.5	0.8941062
17	0.8899988
19	0.9059603
19.5	0.9120411
20	0.9171588
20.5	0.9180234
21	0.9204437
21.5	0.9205224
22	0.9162592
22.5	0.8684081
23	0.8464907
23.5	0.8347236
24	0.8277306
24.5	0.8179743
25	0.8122306
25.5	0.8074876
26	0.8036117
26.5	0.7998435
27	0.7976563
27.5	0.7981275
28	0.7984213
28.5	0.7980433
29	0.7976765
29.5	0.7973924
30	0.7971656

RE 2.5E5
fim 29
cm0 -0.0005
-9.5	-0.535582
-9	-0.5344949
-8.5	-0.5301248
-8	-0.5236069
-7.5	-0.5146401
-7	-0.5019806
-6.5	-0.473759
-6	-0.4511254
-5	-0.3717798
-4.5	-0.3442685
-4	-0.2860345
-3.5	-0.2533591
-3	-0.2004315
-2.5	-0.1524052
-0.5	0.07677657
0	0.1308575
0.5	0.1858509
1.5	0.3261835
2	0.3799593
2.5	0.4327014
3	0.485939
3.5	0.5390815
4	0.5922614
4.5	0.6452594
5	0.6985393
5.5	0.7509756
6	0.8001874
6.5	0.8507688
7	0.9004524
7.5	0.9481337
8	0.9880371
8.5	1.034983
9	1.078648
9.5	1.11789
10	1.142404
10.5	1.145657
11	1.138644
11.5	1.132597
12	1.135051
12.5	1.134007
13	1.126478
13.5	1.107451
14	1.079355
14.5	1.047663
15	1.015611
15.5	0.9827526
16	0.9466768
16.5	0.9000499
17	0.8902029
18.5	0.8984119
19	0.9037377
19.5	0.9102554
20	0.9164197
20.5	0.9218331
21	0.9261918
21.5	0.9292209
22	0.9308591
22.5	0.8672099
23	0.844497
23.5	0.8314417
24	0.8222744
24.5	0.8154226
25	0.8099144
25.5	0.8088909
26	0.8070918
26.5	0.8052609
27	0.8038785
27.5	0.802893
28	0.8021814
28.5	0.8015797
29	0.8008588

RE 3E5
fim 30
cm0 -0.0005
-10	-0.5445811
-9.5	-0.5332511
-9	-0.5219787
-8.5	-0.5117916
-8	-0.5023737
-7.5	-0.4942027
-7	-0.4810813
-6.5	-0.4615299
-5.5	-0.4319761
-5	-0.3738626
-4.5	-0.3405307
-4	-0.3037772
-3.5	-0.2439909
-3	-0.206152
-2.5	-0.1528212
-2	-0.1009409
-1	0.01813358
-0.5	0.07373486
0	0.1278709
0.5	0.1833884
1	0.2269722
2	0.3779287
2.5	0.4308918
3	0.4846886
3.5	0.537515
4	0.5914312
4.5	0.6443578
5	0.6976677
5.5	0.7507971
6	0.7995203
6.5	0.8497531
7	0.8986954
7.5	0.9451152
8	0.9896721
8.5	1.037461
9	1.082332
9.5	1.123084
10	1.150462
10.5	1.158471
11	1.15213
11.5	1.142235
12	1.129288
12.5	1.135083
13	1.131468
13.5	1.109506
14	1.077432
14.5	1.044947
15	1.013743
15.5	0.9833159
16	0.9515912
16.5	0.903852
17	0.8889818
17.5	0.8841995
18.5	0.8985534
19	0.906421
19.5	0.9143623
20	0.9223735
20.5	0.930918
21	0.9242599
21.5	0.9241015
22	0.9194732
30	0.7963928
23.5	0.8390753
24	0.8305671
24.5	0.8248534
25	0.8210333
28.5	0.8048032
29	0.8043809
29.5	0.803959
30	0.8035726

RE 3.5E5
fim 30
cm0 -0.0005
-9.5	-0.5338006
-9	-0.5226718
-8.5	-0.5126677
-8	-0.5037288
-7.5	-0.4961653
-7	-0.485123
-6.5	-0.4772826
-6	-0.4550257
-5	-0.3979008
-4	-0.3023668
-3.5	-0.2585096
-3	-0.1981077
-2.5	-0.1549714
-2	-0.1004439
-1.5	-0.04783957
-1	0.005656488
-0.5	0.07141653
0	0.1259343
0.5	0.181345
1	0.237118
1.5	0.3231564
2	0.3763329
2.5	0.4301619
3	0.4835756
3.5	0.5371615
4	0.5906094
4.5	0.6441189
5	0.6969812
5.5	0.7496802
6	0.7986849
6.5	0.8486648
7	0.896866
7.5	0.9415326
8	0.9908591
8.5	1.039281
9	1.085032
9.5	1.126779
10	1.155675
10.5	1.166606
11	1.15967
11.5	1.148512
12	1.134372
12.5	1.147612
13	1.133692
13.5	1.098118
14	1.063812
14.5	1.032074
15	1.002573
15.5	0.9745264
16	0.9454915
16.5	0.897555
18	0.8938628
18.5	0.9025968
19	0.9119478
19.5	0.9221047
20	0.9167367
20.5	0.921153
21	0.9239001
21.5	0.9243289
22	0.9211623
22.5	0.8736934
23	0.8520969
26.5	0.8053435
27	0.8042416
27.5	0.804252
28	0.8049562
29	0.8021974
29.5	0.8015916
30	0.8010798

RE 4E5
fim 28.5
cm0 -0.0006
-10	-0.5454072
-9.5	-0.5344813
-9	-0.5235191
-8.5	-0.5137913
-8	-0.50552
-7.5	-0.4995224
-7	-0.4988401
-6.5	-0.4916977
-6	-0.4709322
-5.5	-0.4321967
-5	-0.4002563
-4.5	-0.3415146
-3.5	-0.2581971
-3	-0.2050979
-2.5	-0.1545307
-2	-0.1024029
-0.5	0.07016965
0	0.124381
0.5	0.1796591
1	0.2361201
2	0.3755249
2.5	0.4294858
3	0.4827321
3.5	0.5367864
4	0.5899499
4.5	0.6437935
5	0.6970058
5.5	0.7487701
6	0.7981364
6.5	0.847485
7	0.8923946
7.5	0.9423522
8	0.9918985
8.5	1.040718
9	1.08711
9.5	1.129694
10	1.159685
10.5	1.171891
11	1.163951
