RE 1E6
fim 35
4	0.5975688
4.5	0.6478863
5	0.6996663
5.5	0.7550104
7	0.9028001
7.5	0.9482418
7	0.9093095
7.5	0.9548462
8	0.9964593
8.5	1.032186
7.5	0.9603684
8.5	1.054155
9	1.100508
8	0.9558404
8.5	1.022627
9.5	1.102195
9.5	1.138334
10	1.189415
10.5	1.239479
11	1.289281
11.5	1.324696
12	1.368454
12.5	1.408345
13	1.435757
13.5	1.454472
14	1.468884
14.5	1.478254
15	1.482312
15.5	1.480297
16	1.471441
16.5	1.454442
17	1.42924
17.5	1.393971
18	1.346093
18.5	1.258302
19.5	0.9041961
20	0.9195309


RE 3E6
fim 19
-7	-0.597503
-6.5	-0.5449268
-6	-0.4912359
-5.5	-0.4373372
-5	-0.3825804
-4.5	-0.3265701
-4	-0.2711933
-3.5	-0.2157414
-3	-0.1596843
-2.5	-0.1030868
-2	-0.04758
-1.5	0.007481436
-1	0.06341371
-0.5	0.1189984
0	0.1705687
0.5	0.2173627
1	0.2729602
1.5	0.3285359
2	0.3832377
2.5	0.4380935
3	0.4927795
3.5	0.5472438
4	0.6005191
4.5	0.6521624
5	0.7051144
5.5	0.7592959
5.5	0.7622203
6	0.8129347
6.5	0.8642096
7	0.9144008
8	1.010235
8.5	1.059985
11	1.238548
8	0.9731387
8	0.9894097
8.5	1.034806
9	1.096009
9.5	1.149351
10	1.202046
10.5	1.254103
11	1.303809
12	1.385912
12.5	1.425624
13	1.453915
13.5	1.469557
14	1.482163
14.5	1.49067
15	1.493617
15.5	1.490137
16	1.479359
16.5	1.461139
17	1.434608
17.5	1.398831
18	1.352892
18.5	1.282674
19	1.197034

RE 3.5E6
fim 19.5
-7.5	-0.6447504
-7	-0.6000063
-6.5	-0.5467951
-6	-0.4931224
-5.5	-0.4387258
-5	-0.3833369
-4.5	-0.3276927
-4	-0.2723317
-3.5	-0.2164191
-3	-0.1599505
-2.5	-0.1038593
-2	-0.04876522
-1.5	0.006787158
-1	0.06298932
-0.5	0.1179061
0	0.1645387
0.5	0.2189194
1	0.2739912
1.5	0.329043
2	0.3845424
2.5	0.4396581
3	0.4942433
3.5	0.5489669
4	0.6028148
4.5	0.6550719
5	0.7086334
6	0.8157523
6.5	0.8670636
7	0.9178905
7.5	0.9651677
8	1.014944
10.5	1.210045
7.5	0.9070545
7.5	0.9390023
8.5	1.033681
9	1.086353
10.5	1.264459
11	1.312555
11.5	1.353693
12	1.397324
12.5	1.434583
13	1.462201
13.5	1.477811
14	1.488501
14.5	1.494481
15	1.494222
15.5	1.486814
16	1.471809
16.5	1.448669
17	1.417754
17.5	1.378755
18	1.330165
18.5	1.256232
19	1.343141
19.5	1.290984

RE 4E6
fim 17
-7.5	-0.6496767
-7	-0.6018467
-6.5	-0.5484677
-6	-0.4945551
-5.5	-0.4394902
-4.5	-0.3286938
-4	-0.2729974
-3.5	-0.216715
-3	-0.1603627
-2.5	-0.1044742
-2	-0.04954911
-1.5	0.006755887
-1	0.06255513
-0.5	0.1142115
0	0.1646254
0.5	0.2203367
1	0.2750041
1.5	0.3300399
2	0.3856325
2.5	0.4409451
3	0.4957849
3.5	0.5502717
4	0.6045259
4.5	0.6574657
5	0.7112815
5.5	0.7644847
6	0.8180823
6.5	0.8695482
7	0.9205026
7.5	0.968902
10	1.18007
7	0.8571248
7.5	0.9235516
8	0.9974927
8	0.9993535
8.5	1.039503
9	1.111772
9.5	1.165884
10	1.220298
10.5	1.271844
11	1.316129
11.5	1.361983
12	1.405302
12.5	1.437413
13	1.466681
13.5	1.481785
14	1.489139
14.5	1.491114
15	1.485854
15.5	1.472755
16	1.451517
16.5	1.422314
17	1.38613


RE 4.5E6
fim 18
-10	-0.9000501
-9.5	-0.854134
-9	-0.8102325
-8.5	-0.7621127
-8	-0.708528
-7.5	-0.6540667
-7	-0.6013587
-6.5	-0.5469982
-6	-0.490372
-5.5	-0.4334385
-5	-0.3747527
-4.5	-0.3239101
-4	-0.2689385
-3.5	-0.2131148
-3	-0.1569594
-2	-0.04359707
-1.5	0.01250715
-1	0.0675679
-0.5	0.1226009
0	0.1788618
0.5	0.2351514
1.5	0.3375404
2.5	0.4444748
3	0.5002515
3.5	0.555984
4.5	0.6657359
5	0.7191436
5.5	0.772256
6.5	0.8748088
7	0.9209422
8	1.013799
8.5	1.067736
9	1.120934
9.5	1.171088
10	1.22673
10.5	1.277341
11	1.322351
11.5	1.368198
12	1.411129
12.5	1.440169
13	1.468367
13.5	1.481246
14	1.484027
14.5	1.480165
15	1.468164
15.5	1.447425
16	1.418776
16.5	1.383407
17	1.342196
17.5	1.296363
18	1.240693

RE 5E6
fim 18
-10	-0.9079769
-9.5	-0.8596128
-8.5	-0.763864
-6.5	-0.5483486
-6	-0.4917147
-5.5	-0.4347966
-5	-0.3765744
-4.5	-0.3237091
-4	-0.2692283
-3.5	-0.2132766
-3	-0.1572329
-2.5	-0.1003375
-2	-0.0436492
-1.5	0.01263128
-1	0.06816211
-0.5	0.1229144
0	0.1789125
0.5	0.2349829
1	0.2876485
1.5	0.3371699
2	0.3907751
2.5	0.4452528
3	0.5012201
3.5	0.5569465
4.5	0.6669164
5	0.7202698
5.5	0.7733073
6	0.8252092
6.5	0.8757002
7	0.9202045
7.5	0.9641147
8	1.019415
8.5	1.073794
9	1.127264
9.5	1.179754
10	1.231691
10.5	1.281633
11.5	1.373081
12	1.41514
12.5	1.441442
13.5	1.488565
14	1.498342
14.5	1.505256
15	1.507481
15.5	1.503925
16	1.493889
16.5	1.475232
17	1.446515
17.5	1.403623
18	1.32996
