RE 1E5
fim 30
cm0 0
-10	0.3467357
-9.5	0.3705781
-9	0.4117761
-8.5	0.43933
-8	0.4685191
-7.5	0.4949527
-7	0.5090324
-6.5	0.5420496
-6	0.5536399
-5	0.5888802
-4.5	0.5883011
-4	0.6080887
-3.5	0.6212074
-3	0.6388391
-2.5	0.6681022
-2	0.7254028
-1.5	0.7222779
-1	0.8571949
-0.5	0.3587629
0	0.4243358
1	0.4167408
2	0.8511131
3.5	0.5202039
4	0.6223497
10	1.016791
10.5	1.023329
11	1.040905
11.5	1.091111
12	1.09555
12.5	1.37978
13.5	1.456599
14	1.48254
14.5	1.514931
15	1.544739
15.5	1.580367
16	1.610319
16.5	1.636913
17	1.661897
17.5	1.67598
18	1.681662
18.5	1.725852
19	1.748333
19.5	1.731847
20	1.779072
21.5	1.776322
22	1.793169
25.5	1.217532
26	1.221478
26.5	1.227725
27	1.220081
27.5	1.215013
28	1.211898
28.5	1.211521
29	1.215534
29.5	1.207939
30	1.204193

RE 1.5E5
fim 30
cm0 0
-10	0.3519954
-9.5	0.3767844
-9	0.4062483
-8	0.4560315
-7.5	0.4703318
-7	0.5031319
-6.5	0.5126465
-6	0.5515013
-5.5	0.5518673
-5	0.5748906
-4.5	0.596561
-4	0.6096343
-3.5	0.6305752
-3	0.6615495
-2	0.8321596
-1.5	0.8775228
-1	0.9321228
-0.5	1.028788
0	1.110913
0.5	1.171503
1.5	1.324312
2	1.407093
2.5	1.486437
3	1.526727
3.5	1.617548
4	1.668066
4.5	1.759515
5	1.766626
5.5	1.763771
6	1.802047
6.5	1.865559
13	1.55205
14	1.599721
15	1.653908
15.5	1.70484
16	1.703518
16.5	1.746784
18	1.833311
19.5	1.958943
20.5	2.064742
21	2.111328
21.5	2.125594
22	2.137571
22.5	2.152158
23	2.165456
23.5	2.163067
24	2.164814
24.5	2.163132
25	2.153894
25.5	2.146244
26	2.141341
26.5	2.139294
27	2.137951
27.5	2.134429
28	2.127136
28.5	2.116754
29	2.104468
29.5	2.092325
30	2.066082

RE 2E5
fim 30
-9	0.3911357
-8.5	0.4138032
-8	0.4427272
-7.5	0.4584601
-7	0.4864792
-6.5	0.4985678
-6	0.5293292
-5.5	0.525794
-5	0.5687692
-4.5	0.5702774
-4	0.5948688
-3.5	0.6212354
-3	0.8881937
-2.5	0.8881969
-2	0.8974861
-1.5	0.9284726
-1	0.9753215
0	1.112
0.5	1.201367
1	1.279386
1.5	1.355054
2	1.43235
2.5	1.499772
3	1.632566
3.5	1.701455
4	1.76862
4.5	1.831269
5	1.880095
5.5	1.923371
6	1.97058
6.5	2.020956
7	2.076473
7.5	2.119702
